Customer ID,Order Date,Ship Date,Ship Mode,Product ID,Category,Sub-Category,Product Name,Price
HE-16169,4/20/2014,4/25/2014,Standard Class,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",1761
CG-13890,1/8/2016,1/12/2016,Standard Class,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1990
DV-14415,1/8/2016,1/12/2016,Standard Class,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,1790
CM-14025,12/23/2017,12/28/2017,Second Class,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",4185
AS-11610,12/23/2017,12/28/2017,Second Class,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",4725
HE-16170,12/23/2017,12/28/2017,Second Class,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2002
CG-13891,12/23/2017,12/28/2017,Second Class,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",4418
DV-14416,12/23/2017,12/28/2017,Second Class,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",4316
CM-14026,4/17/2017,4/22/2017,Standard Class,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",3335
AS-11611,4/17/2017,4/22/2017,Standard Class,OFF-LA-10001404,Office Supplies,Labels,Avery 517,4734
HE-16171,4/17/2017,4/22/2017,Standard Class,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,4330
CG-13892,4/17/2017,4/22/2017,Standard Class,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,3133
DV-14417,4/17/2017,4/22/2017,Standard Class,OFF-LA-10003190,Office Supplies,Labels,Avery 474,1018
CM-14027,4/17/2017,4/22/2017,Standard Class,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",3637
AS-11612,12/1/2017,12/8/2017,Standard Class,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,1581
HE-16172,8/21/2016,8/28/2016,Standard Class,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,2593
CG-13893,8/21/2016,8/28/2016,Standard Class,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,3443
DV-14418,8/21/2016,8/28/2016,Standard Class,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,4388
CM-14028,8/21/2016,8/28/2016,Standard Class,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,3493
AS-11613,8/21/2016,8/28/2016,Standard Class,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,4727
HE-16173,8/21/2016,8/28/2016,Standard Class,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,4222
CG-13894,8/21/2016,8/28/2016,Standard Class,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,3316
DV-14419,12/5/2016,12/8/2016,Second Class,OFF-LA-10004853,Office Supplies,Labels,Avery 483,1460
CM-14029,12/16/2015,12/19/2015,First Class,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,3343
AS-11614,10/17/2014,10/22/2014,Second Class,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2019
HE-16174,10/17/2014,10/22/2014,Second Class,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,3436
CG-13895,9/5/2016,9/10/2016,Standard Class,OFF-LA-10004545,Office Supplies,Labels,Avery 50,2077
DV-14420,9/5/2016,9/10/2016,Standard Class,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4133
CM-14030,10/15/2015,10/15/2015,Same Day,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2934
AS-11615,10/15/2015,10/15/2015,Same Day,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,3597
HE-16175,12/1/2015,12/5/2015,Second Class,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2142
CG-13896,12/1/2015,12/5/2015,Second Class,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,4246
DV-14421,12/1/2015,12/5/2015,Second Class,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,1813
CM-14031,12/1/2015,12/5/2015,Second Class,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,2062
AS-11616,12/1/2015,12/5/2015,Second Class,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",4171
HE-16176,5/31/2015,6/4/2015,Standard Class,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,4052
CG-13897,9/10/2017,9/17/2017,Standard Class,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,3547
DV-14422,9/10/2017,9/17/2017,Standard Class,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,2269
CM-14032,4/25/2017,5/2/2017,Standard Class,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",1799
AS-11617,4/25/2017,5/2/2017,Standard Class,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,4020
HE-16177,9/18/2017,9/22/2017,Standard Class,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,4395
CG-13898,9/18/2017,9/22/2017,Standard Class,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",3554
DV-14423,9/18/2017,9/22/2017,Standard Class,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",2729
CM-14033,9/18/2017,9/22/2017,Standard Class,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,2516
AS-11618,9/18/2017,9/22/2017,Standard Class,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",4066
HE-16178,9/18/2017,9/22/2017,Standard Class,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,3298
CG-13899,9/18/2017,9/22/2017,Standard Class,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",4873
DV-14424,9/18/2017,9/22/2017,Standard Class,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,3812
CM-14034,8/18/2017,8/25/2017,Standard Class,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,1523
AS-11619,5/24/2015,5/26/2015,Second Class,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1294
HE-16179,5/24/2015,5/26/2015,Second Class,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,2914
CG-13900,9/7/2015,9/11/2015,Standard Class,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,1703
DV-14425,7/24/2017,7/24/2017,Same Day,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1386
CM-14035,9/2/2017,9/8/2017,Standard Class,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,1997
AS-11620,9/2/2017,9/8/2017,Standard Class,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,1723
HE-16180,9/2/2017,9/8/2017,Standard Class,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",2883
CG-13901,12/6/2017,12/8/2017,Second Class,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,3326
DV-14426,5/20/2017,5/20/2017,Same Day,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",3909
CM-14036,9/27/2016,10/3/2016,Standard Class,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1873
AS-11621,12/10/2017,12/15/2017,Standard Class,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",3576
HE-16181,9/13/2014,9/18/2014,Second Class,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,3985
CG-13902,7/29/2017,8/2/2017,Standard Class,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",3538
DV-14427,8/1/2017,8/5/2017,Second Class,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",4983
CM-14037,5/2/2017,5/5/2017,Second Class,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,4913
AS-11622,6/12/2015,6/16/2015,Standard Class,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,1737
HE-16182,12/22/2014,12/29/2014,Standard Class,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,4133
CG-13903,12/22/2014,12/29/2014,Standard Class,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,2691
DV-14428,12/22/2014,12/29/2014,Standard Class,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,3178
CM-14038,12/16/2014,12/21/2014,Standard Class,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2976
AS-11623,4/16/2016,4/18/2016,Second Class,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,2843
HE-16183,5/21/2015,5/28/2015,Standard Class,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",2768
CG-13904,2/26/2017,3/2/2017,Standard Class,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,4246
DV-14429,4/4/2017,4/10/2017,Standard Class,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,4659
CM-14039,3/16/2015,3/19/2015,Second Class,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",2012
AS-11624,3/16/2015,3/19/2015,Second Class,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,1189
HE-16184,11/30/2015,12/4/2015,Standard Class,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3428
CG-13905,11/30/2015,12/4/2015,Standard Class,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",3478
DV-14430,7/28/2016,8/3/2016,Standard Class,OFF-LA-10000305,Office Supplies,Labels,Avery 495,2963
CM-14040,6/23/2016,6/25/2016,Second Class,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,1997
AS-11625,6/23/2016,6/25/2016,Second Class,OFF-LA-10001934,Office Supplies,Labels,Avery 516,2429
HE-16185,6/23/2016,6/25/2016,Second Class,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,1279
CG-13906,6/23/2016,6/25/2016,Second Class,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,1972
DV-14431,7/14/2014,7/18/2014,Standard Class,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,1295
CM-14041,7/14/2014,7/18/2014,Standard Class,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,4214
AS-11626,7/14/2014,7/18/2014,Standard Class,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,3263
HE-16186,7/14/2014,7/18/2014,Standard Class,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",2002
CG-13907,11/30/2017,12/3/2017,Second Class,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,3992
DV-14432,9/2/2016,9/4/2016,First Class,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,2337
CM-14042,6/15/2014,6/15/2014,Same Day,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,4027
AS-11627,11/5/2016,11/9/2016,Standard Class,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,4373
HE-16187,6/26/2017,6/30/2017,Standard Class,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,3681
CG-13908,6/26/2017,6/30/2017,Standard Class,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,3644
DV-14433,6/26/2017,6/30/2017,Standard Class,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2619
CM-14043,6/26/2017,6/30/2017,Standard Class,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,3681
AS-11628,7/25/2015,7/30/2015,Standard Class,TEC-PH-10004094,Technology,Phones,Motorola L703CM,3569
HE-16188,9/23/2014,9/27/2014,Standard Class,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,4245
CG-13909,9/30/2016,10/4/2016,Standard Class,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",1592
DV-14434,11/9/2015,11/13/2015,Standard Class,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1096
CM-14044,4/25/2015,4/29/2015,Standard Class,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",1364
AS-11629,4/25/2015,4/29/2015,Standard Class,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",2267
HE-16189,11/19/2017,11/19/2017,Same Day,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2394
CG-13910,11/19/2017,11/19/2017,Same Day,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,3603
DV-14435,11/20/2015,11/24/2015,Standard Class,TEC-MA-10002790,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,3835
CM-14045,10/2/2015,10/3/2015,First Class,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,1151
AS-11630,10/2/2015,10/3/2015,First Class,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,2479
HE-16190,10/2/2015,10/3/2015,First Class,TEC-PH-10000369,Technology,Phones,HTC One Mini,1765
CG-13911,4/25/2015,5/2/2015,Standard Class,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,4991
DV-14436,7/14/2016,7/19/2016,Standard Class,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,2086
CM-14046,7/14/2016,7/19/2016,Standard Class,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",4170
AS-11631,9/27/2015,9/29/2015,Second Class,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",4321
HE-16191,9/27/2015,9/29/2015,Second Class,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,3876
CG-13912,9/27/2015,9/29/2015,Second Class,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,3698
DV-14437,11/10/2017,11/10/2017,Same Day,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,1539
CM-14047,7/16/2016,7/20/2016,Second Class,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2166
AS-11632,7/16/2016,7/20/2016,Second Class,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",1485
HE-16192,7/16/2016,7/20/2016,Second Class,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,1208
CG-13913,7/16/2016,7/20/2016,Second Class,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,3522
DV-14438,7/16/2016,7/20/2016,Second Class,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1253
CM-14048,7/16/2016,7/20/2016,Second Class,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),1551
AS-11633,10/16/2015,10/20/2015,Second Class,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,2002
HE-16193,1/10/2016,1/13/2016,Second Class,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",2940
CG-13914,9/19/2017,9/25/2017,Standard Class,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,3445
DV-14439,9/19/2017,9/25/2017,Standard Class,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,2788
CM-14049,9/19/2017,9/25/2017,Standard Class,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,1947
AS-11634,9/19/2017,9/25/2017,Standard Class,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,4308
HE-16194,9/15/2017,9/19/2017,Standard Class,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,2561
CG-13915,6/28/2015,7/2/2015,Standard Class,OFF-LA-10000443,Office Supplies,Labels,Avery 501,2594
DV-14440,6/28/2015,7/2/2015,Standard Class,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,4736
CM-14050,11/25/2016,11/28/2016,First Class,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,2021
AS-11635,11/25/2017,11/29/2017,Second Class,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",3667
HE-16195,1/14/2017,1/19/2017,Standard Class,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,2370
CG-13916,11/7/2014,11/8/2014,First Class,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,3209
DV-14441,11/7/2014,11/8/2014,First Class,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,2955
CM-14051,9/1/2016,9/5/2016,Standard Class,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3035
AS-11636,9/1/2016,9/5/2016,Standard Class,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,4220
HE-16196,9/1/2016,9/5/2016,Standard Class,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",4778
CG-13917,9/1/2016,9/5/2016,Standard Class,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,1494
DV-14442,9/1/2016,9/5/2016,Standard Class,OFF-AR-10004999,Office Supplies,Art,Newell 315,4316
CM-14052,9/1/2016,9/5/2016,Standard Class,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2236
AS-11637,11/11/2017,11/16/2017,Second Class,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,4995
HE-16197,12/11/2017,12/13/2017,First Class,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,4683
CG-13918,11/8/2015,11/13/2015,Second Class,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",1091
DV-14443,11/8/2015,11/13/2015,Second Class,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,2446
CM-14053,11/8/2015,11/13/2015,Second Class,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,1767
AS-11638,11/8/2015,11/13/2015,Second Class,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",2431
HE-16198,11/8/2015,11/13/2015,Second Class,OFF-AR-10000122,Office Supplies,Art,Newell 314,3301
CG-13919,11/19/2015,11/26/2015,Standard Class,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,2116
DV-14444,12/23/2017,12/25/2017,Second Class,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,1837
CM-14054,12/23/2017,12/25/2017,Second Class,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,2625
AS-11639,9/16/2016,9/22/2016,Standard Class,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,4947
HE-16199,5/26/2017,5/29/2017,First Class,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,1331
CG-13920,5/26/2017,5/29/2017,First Class,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,4891
DV-14445,3/30/2015,4/3/2015,Standard Class,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3505
CM-14055,8/19/2014,8/21/2014,Second Class,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",3060
AS-11640,8/19/2014,8/21/2014,Second Class,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,3546
HE-16200,12/23/2014,12/28/2014,Standard Class,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,3015
CG-13921,11/1/2015,11/5/2015,Standard Class,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,3801
DV-14446,12/15/2014,12/21/2014,Standard Class,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,3043
CM-14056,8/21/2015,8/25/2015,Standard Class,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,3328
AS-11641,8/21/2015,8/25/2015,Standard Class,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,4222
HE-16201,8/21/2015,8/25/2015,Standard Class,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,2929
CG-13922,5/23/2014,5/27/2014,Standard Class,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,3340
DV-14447,5/23/2014,5/27/2014,Standard Class,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,2543
CM-14057,5/23/2014,5/27/2014,Standard Class,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2355
AS-11642,12/9/2017,12/11/2017,Second Class,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,2886
HE-16202,3/11/2014,3/13/2014,Second Class,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",2813
CG-13923,3/11/2014,3/13/2014,Second Class,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,4960
DV-14448,3/11/2014,3/13/2014,Second Class,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,3949
CM-14058,3/11/2014,3/13/2014,Second Class,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,2552
AS-11643,6/23/2016,6/27/2016,Second Class,OFF-LA-10003720,Office Supplies,Labels,Avery 487,1212
HE-16203,8/23/2014,8/27/2014,Standard Class,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,1588
CG-13924,8/23/2014,8/27/2014,Standard Class,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,1465
DV-14449,8/23/2014,8/27/2014,Standard Class,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,1737
CM-14059,8/23/2014,8/27/2014,Standard Class,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,2861
AS-11644,8/23/2014,8/27/2014,Standard Class,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,3020
HE-16204,8/23/2014,8/27/2014,Standard Class,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,3818
CG-13925,2/6/2017,2/12/2017,Standard Class,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,2554
DV-14450,2/6/2017,2/12/2017,Standard Class,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",1931
CM-14060,1/29/2017,2/5/2017,Standard Class,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,4600
AS-11645,12/20/2016,12/23/2016,Second Class,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,3219
HE-16205,11/11/2016,11/16/2016,Standard Class,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,1636
CG-13926,11/11/2016,11/16/2016,Standard Class,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,4632
DV-14451,11/11/2016,11/16/2016,Standard Class,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",1506
CM-14061,11/11/2016,11/16/2016,Standard Class,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",4114
AS-11646,11/11/2016,11/16/2016,Standard Class,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,4210
HE-16206,11/11/2016,11/16/2016,Standard Class,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",1186
CG-13927,11/9/2017,11/13/2017,Standard Class,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",3611
DV-14452,5/2/2014,5/4/2014,Second Class,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1321
CM-14062,9/22/2017,9/27/2017,Standard Class,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,4177
AS-11647,9/22/2017,9/27/2017,Standard Class,OFF-AR-10003896,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",2643
HE-16207,12/17/2017,12/23/2017,Standard Class,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,2470
CG-13928,12/17/2017,12/23/2017,Standard Class,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2520
DV-14453,12/17/2017,12/23/2017,Standard Class,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,3156
CM-14063,7/18/2017,7/23/2017,Standard Class,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,4348
AS-11648,7/18/2017,7/23/2017,Standard Class,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",2864
HE-16208,7/18/2017,7/23/2017,Standard Class,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,4785
CG-13929,11/3/2016,11/9/2016,Standard Class,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,1782
